make_model,Price,Registration Date,COE Remaining,Manufactured,Mileage,No. of Owners,Transmission,Engine Capacity,fuel_type,COE,OMV,Paper Value,Depreciation,Type
NISSAN NOTE 1.2A,"$54,800   ",08-Feb-2018,6yrs 8mths 18days,2017,"30,702 km",1,Auto,"1,198 cc",,"$36,890","$13,622","$28,552","$7,780 / year",Hatchback
MINI COOPER S COUNTRYMAN 2.0A,"$137,800   ",02-Apr-2018,6yrs 10mths 12days,2018,"37,000 km",1,Auto,"1,998 cc",,"$39,903","$40,561","$64,008","$16,500 / year",Sports Car
SUBARU FORESTER 2.0XT SUNROOF,"$72,800   ",30-Jun-2016,5yrs 1mth 9days,2016,"77,000 km",2,Auto,"1,998 cc",,"$56,000","$19,148","$42,990","$12,370 / year",SUV
TOYOTA ESTIMA 2.4A AERAS PREMIUM MOONROOF,"$56,900   ",18-Sep-2013,2yrs 3mths 28days,2013,"81,488 km",1,Auto,"2,362 cc",,"$77,100","$32,510","$40,463","$16,380 / year",MPV
TOYOTA SIENTA 1.5A G WELCAB,"$130,888   ",05-Mar-2021,9yrs 9mths 12days,2019,200 km,1,Auto,"1,496 cc",,"$42,000","$24,639","$49,758","$12,780 / year",MPV
LEXUS NX300 EXECUTIVE,"$138,888   ",25-Apr-2018,6yrs 11mths 4days,2018,"33,000 km",2,Auto,"1,998 cc",,"$37,010","$40,020","$61,685","$16,570 / year",SUV
HYUNDAI ELANTRA 1.6A,"$48,800   ",26-Oct-2015,4yrs 5mths 5days,2015,"102,000 km",1,Auto,"1,591 cc",,"$57,301","$12,771","$34,356","$9,560 / year",Mid-Sized Sedan
BMW M SERIES M135I 3DR,"$72,800   ",27-Mar-2013,1yr 10mths 6days,2012,"67,000 km",5,Auto,"2,979 cc",,"$65,001","$39,262","$37,853","$26,670 / year",Sports Car
LAMBORGHINI URUS,"$818,000   ",06-Mar-2020,8yrs 9mths 13days,2020,"7,000 km",1,Auto,"3,996 cc",,"$30,890","$177,108","$245,271","$76,460 / year",SUV
MITSUBISHI ATTRAGE 1.2A,"$47,888   ",20-Dec-2016,5yrs 6mths 29days,2016,"52,000 km",1,Auto,"1,193 cc",,"$50,951","$14,259","$32,213","$8,120 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A,"$72,800   ",08-Dec-2016,5yrs 6mths 17days,2016,"79,800 km",1,Auto,"1,798 cc",,"$53,001","$19,955","$44,400","$11,310 / year",MPV
JAGUAR E-PACE 2.0A PRESTIGE,"$165,988   ",30-Mar-2021,9yrs 10mths 9days,2019,400 km,1,Auto,"1,997 cc",,"$47,001","$29,378","$71,205","$15,150 / year",SUV
HONDA CIVIC TYPE R 2.0M VTEC TURBO GT,"$110,888   ",02-Aug-2016,5yrs 2mths 12days,2016,"76,000 km",3,Auto,"1,996 cc",,"$38,610","$34,061","$49,852","$17,500 / year",Sports Car
INFINITI Q60 COUPE 3.0T,"$188,800   ",25-Sep-2019,8yrs 4mths 4days,2019,"12,001 km",1,Auto,"2,997 cc",,"$40,001","$50,502","$80,593","$18,840 / year",Sports Car
TOYOTA NOAH HYBRID 1.8A X,"$121,800   ",29-Jul-2019,8yrs 2mths 8days,2019,"30,000 km",1,Auto,"1,797 cc",Petrol-Electric,"$34,000","$33,512","$49,549","$13,100 / year",MPV
SEAT LEON 1.2A TSI STYLE,"$56,800   ",01-Mar-2017,5yrs 9mths 8days,2016,"57,000 km",1,Auto,"1,197 cc",,"$49,430","$20,154","$36,237","$8,940 / year",Hatchback
KIA CERATO FORTE 1.6A SX (COE TILL 12/2024),"$28,800   ",14-Jan-2010,3yrs 7mths 11days,2009,"128,000 km",2,Auto,"1,591 cc",,"$15,988","$13,872","$5,786","$7,960 / year",Mid-Sized Sedan
NISSAN QASHQAI 1.2A DIG-T,"$58,500   ",27-Apr-2016,4yrs 11mths 6days,2016,"84,900 km",1,Auto,"1,197 cc",,"$45,504","$18,974","$32,247","$10,430 / year",SUV
PEUGEOT 3008 1.6A EAT6 ALLURE,"$105,800   ",29-Nov-2018,7yrs 6mths 8days,2018,"22,800 km",1,Auto,"1,598 cc",,"$30,959","$28,774","$47,530","$11,900 / year",SUV
TOYOTA COROLLA AXIO 1.5A X (COE TILL 08/2024),"$25,800   ",12-Aug-2009,3yrs 2mths 22days,2008,"93,301 km",2,Auto,"1,496 cc",,"$14,664","$15,475","$4,737","$7,990 / year",Mid-Sized Sedan
CITROEN GRAND C4 PICASSO DIESEL 1.6A BLUEHDI PANORAMIC,"$60,955   ",30-Jun-2016,5yrs 1mth 9days,2015,"86,000 km",1,Auto,"1,560 cc",Diesel,"$51,301","$26,830","$37,148","$10,500 / year",MPV
HYUNDAI AVANTE 1.6A GLS S,"$75,800   ",11-Jul-2019,8yrs 1mth 20days,2019,"26,000 km",1,Auto,"1,591 cc",,"$28,589","$14,586","$34,226","$8,410 / year",Mid-Sized Sedan
MERCEDES-BENZ CLA-CLASS CLA180 SHOOTING BRAKE,"$86,800   ",28-Jun-2016,5yrs 1mth 7days,2015,"80,700 km",1,Auto,"1,595 cc",,"$47,020","$30,429","$46,213","$14,100 / year",Stationwagon
MERCEDES-BENZ 230CE (COE TILL 04/2029),"$69,800   ",02-Jan-1993,7yrs 11mths 10days,1992,"268,000 km",3,Auto,"2,298 cc",,"$35,411","$67,206","$28,154","$8,780 / year",Sports Car
FERRARI PORTOFINO 3.9A,"$898,000   ",30-Sep-2020,9yrs 4mths 9days,2020,"6,450 km",1,Auto,"3,855 cc",,"$40,989","$251,104","$356,386","$73,240 / year",Sports Car
MERCEDES-BENZ C-CLASS C200 MILD HYBRID SE,"$149,888   ",26-Jun-2019,8yrs 1mth 5days,2018,"30,225 km",1,Auto,"1,497 cc",Petrol-Electric,"$36,961","$37,380","$63,203","$15,760 / year",Luxury Sedan
HYUNDAI TUCSON 1.6A GLS T-GDI DCT TURBO,"$88,800   ",30-Apr-2018,6yrs 11mths 9days,2018,"41,000 km",1,Auto,"1,591 cc",,"$37,330","$16,065","$37,985","$11,620 / year",SUV
NISSAN NOTE 1.2A DIG-S,"$48,800   ",30-Dec-2016,5yrs 7mths 9days,2016,"55,000 km",1,Auto,"1,198 cc",,"$52,668","$14,938","$33,316","$8,250 / year",Hatchback
MITSUBISHI OUTLANDER 2.0A,"$101,800   ",30-Apr-2019,7yrs 11mths 9days,2018,"24,000 km",1,Auto,"1,998 cc",,"$39,401","$22,614","$49,061","$11,320 / year",SUV
HONDA FIT 1.3A GF,"$72,800   ",16-Jan-2020,8yrs 7mths 26days,2019,"14,100 km",1,Auto,"1,317 cc",,"$35,320","$17,470","$36,200","$7,970 / year",Hatchback
BMW 4 SERIES 420I GRAN COUPE SUNROOF,"$90,800   ",22-Jun-2015,4yrs 1mth 1day,2014,"111,000 km",2,Auto,"1,997 cc",,"$75,000","$40,920","$61,680","$16,780 / year",Luxury Sedan
BMW 4 SERIES 420I GRAN COUPE,"$151,800   ",28-Dec-2018,7yrs 7mths 7days,2018,"24,000 km",1,Auto,"1,998 cc",,"$30,851","$42,556","$62,165","$16,560 / year",Luxury Sedan
MERCEDES-BENZ C-CLASS C180 AMG LINE,"$109,800   ",27-Jul-2016,5yrs 2mths 6days,2016,"74,000 km",2,Auto,"1,595 cc",,"$56,000","$39,400","$60,663","$17,110 / year",Luxury Sedan
BMW X1 SDRIVE20I,"$59,888   ",23-Oct-2013,2yrs 5mths 2days,2013,"79,553 km",2,Auto,"1,997 cc",,"$93,500","$32,106","$41,840","$18,110 / year",SUV
MERCEDES-BENZ S-CLASS S350L (COE TILL 04/2031),"$118,800   ",19-May-2011,9yrs 11mths 10days,2010,"98,500 km",2,Auto,"3,498 cc",,"$47,316","$102,313","$47,083","$11,940 / year",Luxury Sedan
HONDA VEZEL 1.5A X,"$79,800   ",25-Jun-2018,7yrs 1mth 4days,2018,"46,538 km",1,Auto,"1,496 cc",,"$34,110","$21,536","$33,336","$10,380 / year",SUV
SUZUKI SWIFT 1.2A XE (COE TILL 02/2024),"$22,800   ",10-Feb-2009,2yrs 8mths 20days,2008,"128,000 km",2,Auto,"1,242 cc",,"$12,864","$9,520","$3,507","$8,360 / year",Hatchback
LEXUS RX350L PREMIUM 7-SEATER,"$239,800   ",14-Feb-2020,8yrs 8mths 24days,2018,"16,000 km",1,Auto,"3,456 cc",,"$40,889","$66,088","$103,966","$22,230 / year",SUV
MERCEDES-BENZ B-CLASS B180 STYLE,"$67,888   ",02-Nov-2015,4yrs 5mths 12days,2015,"90,000 km",2,Auto,"1,595 cc",,"$57,089","$26,023","$41,835","$12,610 / year",Hatchback
AUDI Q3 SPORTBACK 1.4A TFSI S-TRONIC,"$158,800   ",26-Oct-2020,9yrs 5mths 5days,2020,"5,000 km",1,Auto,"1,395 cc",,"$41,510","$30,408","$65,108","$14,990 / year",SUV
TOYOTA SIENTA HYBRID 1.5A X LED,"$96,800   ",14-Jan-2020,8yrs 7mths 24days,2019,"5,559 km",1,Auto,"1,496 cc",Petrol-Electric,"$26,667","$25,151","$35,996","$10,190 / year",MPV
HONDA CIVIC 1.6A VTI,"$89,800   ",30-Jul-2019,8yrs 2mths 9days,2019,"28,000 km",1,Auto,"1,597 cc",,"$28,589","$20,084","$38,524","$9,730 / year",Mid-Sized Sedan
MCLAREN 720S,"$751,988   ",27-Jul-2018,7yrs 2mths 6days,2018,"39,000 km",1,Auto,"3,994 cc",,"$32,551","$213,158","$290,165","$79,860 / year",Sports Car
HONDA FREED 1.5A G HONDA SENSING,"$99,800   ",09-Jan-2020,8yrs 7mths 19days,2019,"19,238 km",1,Auto,"1,496 cc",,"$35,320","$24,794","$50,564","$10,000 / year",MPV
MERCEDES-BENZ C-CLASS C180K AVANTGARDE (COE TILL 02/2031),"$70,800   ",22-Mar-2011,9yrs 9mths 8days,2010,"163,838 km",3,Auto,"1,597 cc",,"$39,844","$31,893","$38,982","$7,240 / year",Luxury Sedan
KIA CERATO K3 1.6A,"$59,800   ",04-Aug-2017,6yrs 2mths 14days,2017,"83,477 km",2,Auto,"1,591 cc",,"$42,801","$11,743","$35,379","$8,690 / year",Mid-Sized Sedan
AUDI A7 SPORTBACK 2.0A TFSI S-TRONIC,"$175,988   ",05-Apr-2018,6yrs 10mths 15days,2017,"47,000 km",1,Auto,"1,984 cc",,"$37,605","$57,742","$82,822","$20,060 / year",Luxury Sedan
TOYOTA COROLLA AXIO HYBRID 1.5A,"$70,800   ",16-Nov-2017,6yrs 5mths 26days,2017,"40,339 km",2,Auto,"1,496 cc",Petrol-Electric,"$36,001","$23,875","$27,126","$10,520 / year",Mid-Sized Sedan
MASERATI QUATTROPORTE GRANLUSSO 3.0A,"$328,888   ",28-Sep-2018,7yrs 4mths 7days,2017,"2,700 km",1,Auto,"2,979 cc",,"$31,801","$114,504","$156,992","$32,580 / year",Luxury Sedan
HYUNDAI SANTA FE 2.4A GLS SUNROOF,"$73,800   ",13-Nov-2015,4yrs 5mths 23days,2015,"113,694 km",1,Auto,"2,359 cc",,"$57,501","$29,582","$49,179","$12,730 / year",SUV
SUBARU OUTBACK 2.5I-S SUNROOF,"$72,800   ",22-Nov-2016,5yrs 6mths 1day,2016,"73,612 km",1,Auto,"2,498 cc",,"$56,206","$24,807","$51,015","$10,790 / year",SUV
HONDA FIT 1.3A G SKYROOF (COE TILL 03/2024),"$25,800   ",10-Mar-2009,2yrs 9mths 18days,2008,"120,000 km",3,Auto,"1,339 cc",,"$12,763","$13,493","$3,581","$9,200 / year",Hatchback
LEXUS IS250C (COE TILL 10/2029),"$99,999   ",30-Oct-2009,8yrs 5mths 9days,2009,"70,000 km",3,Auto,"2,500 cc",,"$37,502","$53,007","$31,687","$11,840 / year",Sports Car
TOYOTA VIOS 1.5M E (COE TILL 03/2028),"$47,000   ",27-Mar-2008,6yrs 10mths 6days,2008,"143,000 km",3,Manual,"1,497 cc",,"$39,274","$11,886","$26,922","$6,860 / year",Mid-Sized Sedan
NISSAN QASHQAI 1.2A DIG-T PREMIUM,"$60,800   ",14-Sep-2016,5yrs 3mths 24days,2016,"75,000 km",1,Auto,"1,197 cc",,"$51,506","$18,974","$37,885","$10,110 / year",SUV
BMW M SERIES M4 COUPE COMPETITION PACKAGE,"$328,988   ",19-Dec-2018,7yrs 6mths 28days,2018,"29,000 km",2,Auto,"2,979 cc",,"$32,000","$83,019","$115,352","$35,360 / year",Sports Car
HYUNDAI VELOSTER 1.6A,"$51,800   ",02-Sep-2015,4yrs 3mths 12days,2015,"75,000 km",1,Auto,"1,591 cc",,"$57,498","$17,206","$36,697","$10,070 / year",Hatchback
SUBARU FORESTER 2.0XT SUNROOF,"$71,800   ",13-Aug-2016,5yrs 2mths 23days,2016,"73,300 km",2,Auto,"1,998 cc",,"$57,903","$20,010","$45,310","$11,810 / year",SUV
HYUNDAI ELANTRA 1.6A GLS S,"$61,800   ",06-Oct-2017,6yrs 4mths 15days,2017,"66,000 km",1,Auto,"1,591 cc",,"$42,902","$12,482","$36,737","$8,710 / year",Mid-Sized Sedan
HONDA VEZEL 1.5A X HONDA SENSING,"$75,800   ",27-Apr-2018,6yrs 11mths 6days,2017,"36,000 km",1,Auto,"1,496 cc",,"$37,000","$21,729","$34,993","$10,030 / year",SUV
HONDA CIVIC 1.8A VTI-S (COE TILL 10/2024),"$28,800   ",14-Oct-2009,3yrs 4mths 23days,2008,"164,682 km",3,Auto,"1,799 cc",,"$18,751","$26,030","$6,380","$8,460 / year",Mid-Sized Sedan
NISSAN QASHQAI 1.2A DIG-T PREMIUM,"$61,800   ",12-Jan-2017,5yrs 7mths 22days,2016,"52,311 km",2,Auto,"1,197 cc",,"$50,101","$18,725","$38,597","$9,720 / year",SUV
JAGUAR XE DIESEL 2.0A PRESTIGE,"$105,988   ",17-Aug-2017,6yrs 2mths 27days,2017,"25,000 km",1,Auto,"1,999 cc",Diesel,"$49,899","$36,074","$55,534","$14,370 / year",Luxury Sedan
AUDI A6 1.8A TFSI ULTRA S-TRONIC,"$92,800   ",29-Apr-2016,4yrs 11mths 8days,2015,"58,000 km",1,Auto,"1,798 cc",,"$49,501","$39,400","$53,978","$14,510 / year",Luxury Sedan
TOYOTA ISIS 1.8A LX (COE TILL 11/2028),"$51,800   ",11-Nov-2008,7yrs 5mths 21days,2008,"125,678 km",4,Auto,"1,794 cc",,"$32,121","$17,469","$24,034","$6,920 / year",MPV
SUBARU IMPREZA 4D 1.6I-S,"$62,800   ",28-Jun-2017,6yrs 1mth 7days,2017,"43,843 km",1,Auto,"1,600 cc",,"$45,201","$13,646","$37,838","$9,170 / year",Mid-Sized Sedan
MERCEDES-BENZ B-CLASS B180 STYLE,"$63,800   ",17-Sep-2015,4yrs 3mths 27days,2015,"77,146 km",2,Auto,"1,595 cc",,"$58,700","$25,919","$41,711","$12,050 / year",Hatchback
VOLKSWAGEN JETTA 1.4A TSI SPORTLINE,"$60,800   ",08-Aug-2016,5yrs 2mths 18days,2015,"69,066 km",2,Auto,"1,390 cc",,"$52,301","$21,889","$44,281","$9,480 / year",Mid-Sized Sedan
AUDI A3 SEDAN 1.0A TFSI S-TRONIC,"$77,800   ",20-Mar-2017,5yrs 9mths 27days,2016,"63,687 km",1,Auto,999 cc,,"$50,789","$24,582","$41,936","$11,930 / year",Luxury Sedan
HONDA FIT 1.3A G F-PACKAGE,"$68,800   ",22-Mar-2019,7yrs 10mths 1day,2018,"41,963 km",1,Auto,"1,317 cc",,"$26,309","$17,107","$25,959","$8,320 / year",Hatchback
MERCEDES-BENZ E-CLASS E250 AVANTGARDE,"$89,800   ",06-Apr-2015,3yrs 10mths 16days,2014,"148,000 km",1,Auto,"1,991 cc",,"$71,889","$50,022","$64,965","$15,800 / year",Luxury Sedan
HONDA VEZEL 1.5A S,"$49,800   ",22-Jun-2015,4yrs 1mth 1day,2015,"78,000 km",2,Auto,"1,496 cc",,"$66,000","$19,524","$33,664","$11,010 / year",SUV
MAZDA 3 HB 1.5A DELUXE,"$69,800   ",05-Oct-2017,6yrs 4mths 14days,2017,"51,168 km",1,Auto,"1,496 cc",,"$36,001","$19,545","$33,870","$9,800 / year",Hatchback
NISSAN QASHQAI 1.2A DIG-T PREMIUM,"$86,800   ",18-Dec-2018,7yrs 6mths 27days,2018,"32,751 km",2,Auto,"1,197 cc",,"$23,568","$20,399","$33,292","$10,090 / year",SUV
KIA SPORTAGE 2.0A GT LINE,"$81,800   ",28-Mar-2017,5yrs 10mths 7days,2017,"53,708 km",1,Auto,"1,999 cc",,"$53,300","$24,371","$50,796","$11,740 / year",SUV
BMW X4 XDRIVE30I M-SPORT,"$232,800   ",09-Dec-2019,8yrs 6mths 18days,2019,"20,119 km",2,Auto,"1,998 cc",,"$41,001","$58,040","$92,446","$22,730 / year",SUV
TOYOTA COROLLA ALTIS 1.6A CLASSIC,"$55,800   ",06-Jan-2016,4yrs 7mths 16days,2015,"111,429 km",1,Auto,"1,598 cc",,"$54,301","$17,804","$37,620","$10,120 / year",Mid-Sized Sedan
MINI COOPER S CABRIOLET 1.6A (COE TILL 04/2029),"$68,000   ",30-Jun-2009,7yrs 11mths 10days,2009,"68,000 km",3,Auto,"1,598 cc",,"$26,175","$37,573","$20,811","$8,550 / year",Sports Car
MERCEDES-BENZ C-CLASS C200K (COE TILL 11/2023),"$28,800   ",27-Nov-2008,2yrs 6mths 6days,2008,"135,241 km",3,Auto,"1,796 cc",,"$16,061","$43,084","$4,048","$11,430 / year",Luxury Sedan
LEXUS GS TURBO GS200T EXECUTIVE,"$129,888   ",17-Aug-2016,5yrs 2mths 27days,2016,"58,000 km",1,Auto,"1,998 cc",,"$57,903","$50,009","$76,876","$18,860 / year",Luxury Sedan
HONDA ODYSSEY 2.4A ABSOLUTE,"$88,800   ",05-Dec-2016,5yrs 6mths 14days,2016,"72,607 km",1,Auto,"2,356 cc",,"$56,206","$32,049","$58,819","$12,690 / year",MPV
MAZDA 3 1.5A SUNROOF,"$63,800   ",27-Nov-2017,6yrs 6mths 6days,2017,"33,768 km",2,Auto,"1,496 cc",,"$45,201","$15,108","$37,067","$9,010 / year",Mid-Sized Sedan
PEUGEOT 5008 1.2A PURETECH ACTIVE,"$95,800   ",14-Feb-2018,6yrs 8mths 24days,2017,"52,723 km",1,Auto,"1,199 cc",,"$40,000","$26,931","$49,237","$12,010 / year",SUV
MAZDA 6 2.0A EXECUTIVE,"$73,800   ",14-Nov-2016,5yrs 5mths 24days,2016,"45,601 km",2,Auto,"1,998 cc",,"$57,010","$24,895","$51,425","$11,000 / year",Luxury Sedan
AUDI TT COUPE 2.0A TFSI S-TRONIC (COE TILL 10/2029),"$79,800   ",08-Jan-2010,8yrs 5mths 11days,2009,"160,000 km",6,Auto,"1,984 cc",,"$37,502","$51,921","$31,707","$9,440 / year",Sports Car
BMW X4 XDRIVE30I M-SPORT,"$232,800   ",09-Dec-2019,8yrs 6mths 18days,2019,"20,119 km",2,Auto,"1,998 cc",,"$41,001","$58,040","$92,446","$22,730 / year",SUV
TOYOTA COROLLA ALTIS 1.6A CLASSIC,"$55,800   ",06-Jan-2016,4yrs 7mths 16days,2015,"111,429 km",1,Auto,"1,598 cc",,"$54,301","$17,804","$37,620","$10,120 / year",Mid-Sized Sedan
MINI COOPER S CABRIOLET 1.6A (COE TILL 04/2029),"$68,000   ",30-Jun-2009,7yrs 11mths 10days,2009,"68,000 km",3,Auto,"1,598 cc",,"$26,175","$37,573","$20,811","$8,550 / year",Sports Car
MERCEDES-BENZ C-CLASS C200K (COE TILL 11/2023),"$28,800   ",27-Nov-2008,2yrs 6mths 6days,2008,"135,241 km",3,Auto,"1,796 cc",,"$16,061","$43,084","$4,048","$11,430 / year",Luxury Sedan
LEXUS GS TURBO GS200T EXECUTIVE,"$129,888   ",17-Aug-2016,5yrs 2mths 27days,2016,"58,000 km",1,Auto,"1,998 cc",,"$57,903","$50,009","$76,876","$18,860 / year",Luxury Sedan
SKODA OCTAVIA 2.0A TSI RS,"$124,000   ",30-Apr-2019,7yrs 11mths 9days,2018,"30,000 km",1,Auto,"1,984 cc",,"$48,000","$26,300","$59,765","$13,790 / year",Mid-Sized Sedan
HYUNDAI TUCSON 2.0A GLS SUNROOF,"$84,800   ",20-Feb-2018,6yrs 8mths 30days,2018,"97,000 km",1,Auto,"1,999 cc",,"$42,322","$17,538","$41,747","$11,250 / year",SUV
HONDA VEZEL 1.5A X,"$90,000   ",19-Mar-2021,9yrs 9mths 26days,2019,500 km,1,Auto,"1,496 cc",,"$44,589","$24,637","$52,463","$8,570 / year",SUV
TOYOTA COROLLA ALTIS 1.6A ELEGANCE (COE TILL 12/2023),"$21,500   ",10-Dec-2008,2yrs 6mths 19days,2008,"159,916 km",2,Auto,"1,598 cc",,"$13,786","$16,084","$3,524","$8,410 / year",Mid-Sized Sedan
TOYOTA VIOS 1.5A E,"$78,800   ",30-Aug-2019,8yrs 3mths 9days,2019,"19,450 km",1,Auto,"1,496 cc",,"$26,667","$13,787","$32,426","$8,680 / year",Mid-Sized Sedan
TOYOTA VIOS 1.5A E (COE TILL 01/2024),"$20,500   ",14-Jan-2009,2yrs 7mths 24days,2008,"145,172 km",2,Auto,"1,497 cc",,"$13,024","$11,900","$3,454","$7,730 / year",Mid-Sized Sedan
HONDA FIT 1.3A GF,"$69,800   ",28-Feb-2019,7yrs 9mths 7days,2018,"52,868 km",1,Auto,"1,317 cc",,"$25,920","$16,713","$25,203","$8,540 / year",Hatchback
BMW 5 SERIES 530I SE,"$163,800   ",29-Dec-2017,6yrs 7mths 8days,2017,"51,000 km",1,Auto,"1,998 cc",,"$47,002","$53,315","$78,298","$20,010 / year",Luxury Sedan
HONDA ODYSSEY 2.4A EXV-S NAVI RES SUNROOF,"$76,777   ",02-Nov-2015,4yrs 5mths 12days,2015,"99,000 km",2,Auto,"2,356 cc",,"$59,889","$29,107","$49,604","$13,560 / year",MPV
TOYOTA ALPHARD 2.4A S MOONROOF,"$77,800   ",31-Jul-2014,3yrs 2mths 10days,2014,"176,387 km",1,Auto,"2,362 cc",,"$64,889","$45,416","$56,876","$15,640 / year",MPV
TOYOTA CAMRY 2.0A (COE TILL 04/2028),"$45,800   ",09-Apr-2008,6yrs 10mths 19days,2008,"142,171 km",3,Auto,"1,998 cc",,"$40,881","$26,830","$28,169","$6,650 / year",Luxury Sedan
HYUNDAI AVANTE 1.6A GLS S,"$77,800   ",23-Jul-2019,8yrs 2mths 2days,2019,"24,028 km",1,Auto,"1,591 cc",,"$26,667","$14,640","$32,788","$8,620 / year",Mid-Sized Sedan
MITSUBISHI ATTRAGE 1.2A,"$46,777   ",25-Jul-2017,6yrs 2mths 4days,2017,"65,000 km",3,Auto,"1,193 cc",,"$42,801","$13,011","$30,205","$7,160 / year",Mid-Sized Sedan
HYUNDAI ACCENT 1.4A,"$63,800   ",05-Nov-2018,7yrs 5mths 15days,2018,"32,600 km",1,Auto,"1,368 cc",,"$28,000","$8,492","$27,273","$7,980 / year",Mid-Sized Sedan
NISSAN QASHQAI 2.0A PREMIUM MOONROOF,"$51,800   ",09-Mar-2015,3yrs 9mths 16days,2014,"50,000 km",1,Auto,"1,997 cc",,"$66,751","$20,733","$35,801","$11,510 / year",SUV
HYUNDAI AVANTE 1.6A GLS S,"$79,800   ",26-Feb-2020,8yrs 9mths 5days,2019,"17,963 km",1,Auto,"1,591 cc",,"$32,999","$15,248","$40,394","$8,220 / year",Mid-Sized Sedan
BMW 3 SERIES 318I SPORT,"$83,500   ",06-May-2016,4yrs 11mths 15days,2016,"55,626 km",1,Auto,"1,499 cc",,"$49,602","$29,816","$44,731","$13,930 / year",Luxury Sedan
BMW 4 SERIES 420I GRAN COUPE SPORT,"$141,800   ",13-Apr-2018,6yrs 10mths 23days,2017,"52,888 km",1,Auto,"1,998 cc",,"$39,903","$45,202","$69,001","$16,540 / year",Luxury Sedan
TOYOTA ALPHARD HYBRID 2.5A S MOONROOF,"$202,800   ",02-Mar-2021,9yrs 9mths 9days,2018,600 km,1,Auto,"2,493 cc",Petrol-Electric,"$46,790","$51,246","$93,972","$17,440 / year",MPV
MERCEDES-BENZ CLA-CLASS CLA180,"$79,000   ",03-Aug-2015,4yrs 2mths 13days,2015,"98,520 km",1,Auto,"1,595 cc",,"$66,590","$27,622","$45,974","$15,730 / year",Luxury Sedan
TOYOTA CAMRY 2.0A (COE TILL 04/2028),"$45,800   ",09-Apr-2008,6yrs 10mths 19days,2008,"142,171 km",3,Auto,"1,998 cc",,"$40,881","$26,830","$28,169","$6,650 / year",Luxury Sedan
HYUNDAI AVANTE 1.6A GLS S,"$77,800   ",23-Jul-2019,8yrs 2mths 2days,2019,"24,028 km",1,Auto,"1,591 cc",,"$26,667","$14,640","$32,788","$8,620 / year",Mid-Sized Sedan
MITSUBISHI ATTRAGE 1.2A,"$46,777   ",25-Jul-2017,6yrs 2mths 4days,2017,"65,000 km",3,Auto,"1,193 cc",,"$42,801","$13,011","$30,205","$7,160 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A X (COE TILL 02/2025),"$32,800   ",04-Feb-2010,3yrs 8mths 14days,2009,"126,000 km",5,Auto,"1,797 cc",,"$19,036","$22,078","$7,067","$8,840 / year",MPV
MAZDA 5 2.0A SUNROOF,"$72,777   ",27-Sep-2017,6yrs 4mths 6days,2017,"39,000 km",1,Auto,"1,998 cc",,"$49,189","$17,537","$44,418","$10,070 / year",MPV
VOLKSWAGEN GOLF 1.2A TSI,"$51,777   ",22-Jun-2016,5yrs 1mth 1day,2016,"88,000 km",2,Auto,"1,197 cc",,"$53,694","$18,188","$33,473","$9,370 / year",Hatchback
TOYOTA CAMRY HYBRID 2.5A G TOYOTA SAFETY SENSE,"$116,900   ",10-Apr-2019,7yrs 10mths 20days,2018,"12,300 km",1,Auto,"2,487 cc",Petrol-Electric,"$43,102","$38,657","$61,111","$12,520 / year",Luxury Sedan
TOYOTA ESTIMA 2.4A AERAS PREMIUM MOONROOF,"$64,800   ",22-Jul-2014,3yrs 2mths 1day,2013,"96,000 km",1,Auto,"2,362 cc",,"$67,290","$32,363","$45,599","$14,540 / year",MPV
HONDA SHUTTLE 1.5A G,"$77,800   ",12-Apr-2019,7yrs 10mths 22days,2018,"22,363 km",1,Auto,"1,496 cc",,"$25,689","$19,620","$27,506","$9,240 / year",Stationwagon
TOYOTA COROLLA ALTIS 1.6A CLASSIC,"$52,800   ",24-Aug-2015,4yrs 3mths 3days,2015,"44,488 km",1,Auto,"1,598 cc",,"$56,209","$17,804","$36,425","$10,300 / year",Mid-Sized Sedan
TOYOTA HARRIER 2.0A M-GRADE TURBO,"$143,800   ",02-Sep-2020,9yrs 3mths 12days,2019,"11,800 km",1,Auto,"1,998 cc",,"$38,802","$30,808","$62,398","$13,590 / year",SUV
BMW M SERIES M140I 5DR SHADOW EDITION,"$198,800   ",08-Apr-2019,7yrs 10mths 18days,2018,"35,000 km",1,Auto,"2,998 cc",,"$43,102","$41,887","$71,979","$21,990 / year",Hatchback
HYUNDAI ELANTRA 1.6A ELITE (COE TILL 04/2026),"$38,800   ",07-Jun-2011,4yrs 11mths 10days,2011,"128,322 km",2,Auto,"1,591 cc",,"$21,142","$13,889","$10,461","$7,840 / year",Mid-Sized Sedan
BMW 2 SERIES 228I CABRIOLET M-SPORT,"$112,500   ",19-Jan-2016,4yrs 7mths 29days,2015,"74,500 km",1,Auto,"1,997 cc",,"$59,889","$45,011","$66,470","$18,210 / year",Sports Car
LEXUS IS TURBO IS200T EXECUTIVE,"$116,800   ",30-Nov-2017,6yrs 6mths 9days,2017,"91,000 km",1,Auto,"1,998 cc",,"$57,390","$37,274","$70,622","$14,500 / year",Luxury Sedan
